smiles,model_name,mol_idx
c1(c(-c2n(nc(c2)C(NC(C)c2ccccc2)=O)C)cccc1)OC,LiTr_moses_full_75_aug,36
Cc1n[nH]cc1C(=O)NC1CCOc2ccccc21,LiTr_moses_full_75_aug,37
CCOC(CC(C)CNC(N1C(C2CCCC2)CCC1)=O)=O,LiTr_moses_full_75_aug,38
N1(C(COC2CCCC2)=O)CCN(CC1)Cc1cccc(c1)Cl,LiTr_moses_full_75_aug,39
c1c(CCNCc2sc(C)nc2C)cc(cc1)F,LiTr_moses_full_75_aug,40
C(c1c(cccc1)OCC)(=O)NCc1ccc(cc1)-n1cncn1,LiTr_moses_full_75_aug,41
C(NS(c1c(cc(F)cc1)F)(=O)=O)C1OCC2N(CCCC2)C1,LiTr_moses_full_75_aug,42
C(c1ccc(cc1)Cl)C(CO)CNC(=O)CC(F)(F)F,LiTr_moses_full_75_aug,43
c1ccn(c1)-c1oc(C)c(C(Nc2cc(OC)ccn2)=O)c1C#N,LiTr_moses_full_75_aug,44
CC(=O)c1cc(NC(=O)c2ccccc2OC(C)C)c(F)cc1F,LiTr_moses_full_75_aug,45
c12cc(Cl)cc(c1OCCO2)1c2nc[nH]c2nc(n1)N,LiTr_moses_full_75_aug,46
c1cnc(C(c2cc(cc(c2)Cl)Cl)N)nc1C,LiTr_moses_full_75_aug,47
Cn1cnc2c(N3CCCC(C(=O)NCC4CC4)C3)ncnc21,LiTr_moses_full_75_aug,48
c1(c(-c2n(C)c(SCC(c3cn(nc3)C)=O)nn2)cccc1)Cl,LiTr_moses_full_75_aug,49
c1(=O)c(-c2ccc(Cl)cc2)c[nH]c2c(cncc12)Cl,LiTr_moses_full_75_aug,50
O=C(C(NC(=O)N)C)N(C(c1ccco1)C)Cc1ccccc1,LiTr_moses_full_75_aug,51
c1(C2CC2)nc2onc(c2c(C(Nc2cc3OCCc3cc2)=O)c1)CC,LiTr_moses_full_75_aug,52
C(C)Oc1c(-n2c(SC(C)C(=O)C)nnn2)ccc(c1)C,LiTr_moses_full_75_aug,53
C(N(C(C(Oc1ccc(cc1)F)C)=O)C(C)C)C(=O)N,LiTr_moses_full_75_aug,54
C(C(=O)NC(C)C)n1c(c2ccccc2nc1C1CC1)=O,LiTr_moses_full_75_aug,55
COC(NCC(Nc1cn(nc1)-c1c(cccc1)F)=O)=O,LiTr_moses_full_75_aug,56
c1(ccsc1C(=O)NC(C(C)(C)C)C#N)-n1cnnn1,LiTr_moses_full_75_aug,57
CCC(C)OC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1,LiTr_moses_full_75_aug,58
CC(NC(=O)c1csnn1)c1ccc2c(c1)OCCCO2,LiTr_moses_full_75_aug,59
N(C(c1c(ccc(C)c1)C)=O)c1sc(c(c1C(N)=O)C)C,LiTr_moses_full_75_aug,60
COc1ccc(Nc2cc(=O)nc3ccnn23)c(OC)c1,LiTr_moses_full_75_aug,61
c1(CCN(C)C(=O)Cc2c(C)noc2C)ccc(OC)cc1,LiTr_moses_full_75_aug,62
c1cc(NC(COc2ccccc2)=O)ccc1C(N)=O,LiTr_moses_full_75_aug,63
COc1ccc(NC(=O)CCC2CCCC2)cc1-n1cnnn1,LiTr_moses_full_75_aug,64
c12sc(c(c1c(=O)n(cn2)Cc1ccccc1)C)C,LiTr_moses_full_75_aug,65
C1N(CCN(C1)C(NCC)=O)c1ccccc1C#N,LiTr_moses_full_75_aug,66
N#Cc1ccc(Cl)cc1NC(CO)c1ccccc1,LiTr_moses_full_75_aug,67
O(c1cccc(C)c1)CCC(=O)Nc1noc(c1)C,LiTr_moses_full_75_aug,68
C1CC1c1n(-c2cccnc2)ncc1C(=O)N1C(CCCC1)C(C)C,LiTr_moses_full_75_aug,69
c1c(ccc(OC(C)C(OCC(N)=O)=O)c1C)C,LiTr_moses_full_75_aug,70
COCC(=O)NCC(Nc1cccc(c1)N1CCCCC1)=O,LiTr_moses_full_75_aug,71
s1c(C)c(C)c2c1nc(nc2SCC(OC)=O)C,LiTr_moses_full_75_aug,72
n1(cnc2ccccc21)CCCNc1nc(-c2c(cccc2)O)ncc1,LiTr_moses_full_75_aug,73
c1(NS(c2ccc(C)cc2)(=O)=O)noc(c1)C,LiTr_moses_full_75_aug,74
C=CCn1nc2ccc(S(=O)(=O)N3CCC(C)CC3)cn2c1=O,LiTr_moses_full_75_aug,75
c1c(=O)n(CCNS(=O)(=O)C)nc(-c2ccc(F)cc2)c1,LiTr_moses_full_75_aug,76
c1c(C(=O)NC(C)c2c(Cl)ccc(c2Cl)F)c(n(C)nc1)=O,LiTr_moses_full_75_aug,77
C(Nc1cc2c(SCC(N2C)=O)cc1)(=O)c1cnc2[nH]nc(C)c2c1,LiTr_moses_full_75_aug,78
O1CCOCC1C(=O)NC(c1ncccc1)c1ccccc1OC,LiTr_moses_full_75_aug,79
c1(ccccc1)C(NC(Cn1c(csc1=O)C)=O)C(N)=O,LiTr_moses_full_75_aug,80
c1c(Cl)ccc(c1)C(CO)NC(=O)NCc1nc(ncc1)C,LiTr_moses_full_75_aug,81
CCOc1cccc(-c2nnn(-c3ccc(OC)cc3)c2N)c1,LiTr_moses_full_75_aug,82
S(c1ccccc1N1C(CCC1)=O)CCOc1cccc(c1)C#N,LiTr_moses_full_75_aug,83
c1(ccc(C)cc1C)C(O)CSc1nc(n[nH]1)CC,LiTr_moses_full_75_aug,84
c1(cc(S(=O)(N(c2ccccc2)CC(=O)NC)=O)ccc1)Cl,LiTr_moses_full_75_aug,85
N(C(=O)CSc1nccc(c1)C#N)c1ccccc1OC(F)F,LiTr_moses_full_75_aug,86
COc1ccc(cc1)C(=O)N(CC(OC)=O)CC,LiTr_moses_full_75_aug,87
c1(c(C2Cc3ccccc3C2)nc(nc1C)N)C(=O)NCC,LiTr_moses_full_75_aug,88
c1c2c(OCO2)cc(c1)OCC(=O)N1C(C2CC2)COCC1,LiTr_moses_full_75_aug,89
C1CC(=CCC1)CCNC(=O)Nc1cc2c([nH]c(=O)o2)cc1,LiTr_moses_full_75_aug,90
c1ccc(C(CNc2ccccc2)O)cc1C(F)(F)F,LiTr_moses_full_75_aug,91
O=C(Nc1ccc(cc1)S(N)(=O)=O)Cc1cn2ccsc2n1,LiTr_moses_full_75_aug,92
c12ccc(C(NCc3c(ccc(c3)Cl)OC)=O)nc2n(C)c(n1)N,LiTr_moses_full_75_aug,93
O=C(Cc1cccc(OC)c1)Nc1c(O)cc(C)cc1,LiTr_moses_full_75_aug,94
c1(ccc(Cl)cc1N)N1CCN(CC1)C(=O)C,LiTr_moses_full_75_aug,95
Cc1nn(Cc2cc(-c3cccs3)on2)c(C)c1CCO,LiTr_moses_full_75_aug,96
CCOCCNC(c1c(Cl)c2c(cccc2)[nH]1)=O,LiTr_moses_full_75_aug,97
C(C)(C(=O)NCC1CCN(C(c2cn(nn2)C)=O)CC1)C,LiTr_moses_full_75_aug,98
O=C(Nc1cc(C)on1)CN1c2c(OCC1=O)ccc(C(C)(C)C)c2,LiTr_moses_full_75_aug,99
C(C(C)N(C(c1cc(c(F)cc1)F)=O)C)C(C)C,LiTr_moses_full_75_aug,100
c12n(c(nn1)-c1cccc(NC(=O)C(OC)CC)c1)CCCCC2,LiTr_moses_full_75_aug,101
c1ccc(Cl)c(c1)C1OCCN(Cc2ccccn2)C1,LiTr_moses_full_75_aug,102
n1c(-c2occc2)onc1CS(=O)(=O)c1ccc(O)cc1,LiTr_moses_full_75_aug,103
C1(COC(c2c(ccs2)C)=O)OC(CC1)CC,LiTr_moses_full_75_aug,104
Cc1cc(C)n(Cc2ccc(C(=O)N3CCOCC3C3CC3)cc2)n1,LiTr_moses_full_75_aug,105
O=C(NCCc1cccc(F)c1)c1cc(-c2ccco2)on1,LiTr_moses_full_75_aug,106
O=S(=O)(c1cc(ccc1)O)CCc1ccc(cc1)Cl,LiTr_moses_full_75_aug,107
[nH]1cc(c2c1cccc2)CC(N(C)C(C)c1ccncc1)=O,LiTr_moses_full_75_aug,108
c1cc(C(NC2CCN(C2)CC(F)(F)F)=O)sc1C,LiTr_moses_full_75_aug,109
n1c(c(n2c1scc2)CN1CCN(Cc2onc(C)n2)CC1)C,LiTr_moses_full_75_aug,110
C1CC(C)(CC1)C(=O)NCc1c(noc1CC)CC,LiTr_moses_full_75_aug,111
c1c(NC(=O)N(Cc2c(occ2)C)C)ccc(-c2onc(n2)C)c1,LiTr_moses_full_75_aug,112
O(c1ccccc1C(C(C)NC(c1cnc2ccc(cn12)C)=O)O)C,LiTr_moses_full_75_aug,113
c1c(OCCNC(=O)c2c3c(onc3C)nc3CCCc23)cccc1,LiTr_moses_full_75_aug,114
C1Nc2ncccc2N(C(=O)COc2c(cccc2)F)C1,LiTr_moses_full_75_aug,115
c1(CC)ccc(C(Nc2ncccc2)C(=O)N)cc1,LiTr_moses_full_75_aug,116
Brc1ccc(nc1)Cn1cnc(n1)C#N,LiTr_moses_full_75_aug,117
CCNC(=O)NC1OC(CO)C(O)C(O)C1NC(C)=O,LiTr_moses_full_75_aug,118
CC1CN(CC(=O)N2CCC(C(N)=O)CC2)c2ccc(F)cc2N1,LiTr_moses_full_75_aug,119
c1cc2c(NCCS(=O)(=O)N)ncnc2s1,LiTr_moses_full_75_aug,120
CCOc1cc(C(=O)NC2CCCC2)ccc1OCC(N)=O,LiTr_moses_full_75_aug,121
Cc1cc(NC(=O)Cc2cc(Cl)c3c(c2)OCCCO3)no1,LiTr_moses_full_75_aug,122
N(CC(c1ccc(C#N)cc1)O)(C)Cc1scc(C(=O)N)c1,LiTr_moses_full_75_aug,123
c1(c(ccc(n1)N1CCCC1)N)Oc1c(C)nn(C)c1,LiTr_moses_full_75_aug,124
Cc1nn(C)c(C)c1CCC(=O)N1CCn2c(nnc2C(C)C)C1,LiTr_moses_full_75_aug,125
CCOC(=O)c1cccc2[nH]nc(-c3cccc(O)c3)c12,LiTr_moses_full_75_aug,126
c1c(cccc1C#N)NC(c1ccc(OC2CCC2)cc1Cl)=O,LiTr_moses_full_75_aug,127
CCC(C)Oc1ccc(NC(=O)Nc2ccncc2)cc1,LiTr_moses_full_75_aug,128
c1c(cc(c(c1)OCCCC)Br)C(=O)NCC(N)=O,LiTr_moses_full_75_aug,129
N(CC(=O)Nc1ccc(cc1)C(=O)NCc1ccccc1OC)C(=O)N,LiTr_moses_full_75_aug,130
N#Cc1cccc(NC(=O)Cc2ccc(F)c(F)c2)c1,LiTr_moses_full_75_aug,131
COc1ccc(CC(=O)N(C)Cc2ccsc2)c(OC)c1,LiTr_moses_full_75_aug,132
C(Sc1nc(c2c(CCC2)n1)C(F)(F)F)c1[nH]ccn1,LiTr_moses_full_75_aug,133
c1cccc(c1)OCC(NCc1cn(CC)nc1)=O,LiTr_moses_full_75_aug,134
Cn1nnc2c(=O)n(Cc3cccc(F)c3)cnc21,LiTr_moses_full_75_aug,135
C1CC(NC(c2ccc3OCCCn23(=O)=O)=O)(CCC1)C(=O)OC,LiTr_moses_full_75_aug,136
O=C(Nc1ccccc1-c1ccccc1)c1ccc(-n2cnnc2)cc1,LiTr_moses_full_75_aug,137
Cc1cccc(Nc2ncc(N)cc2Br)n1,LiTr_moses_full_75_aug,138
C(C(=O)NCc1[nH]ccn1)CCc1ccc(cc1)C,LiTr_moses_full_75_aug,139
CCOC(=O)c1csc(NC(=O)c2sc(C)cc2OC)n1,LiTr_moses_full_75_aug,140
Cc1cnn(CC(=O)Nc2ccc(C(=O)N3CCCCC3)c(Cl)c2)c1,LiTr_moses_full_75_aug,141
c1cc(C(=O)N2CCc3cc(F)ccc3C2)cc2CCC(Nc21)=O,LiTr_moses_full_75_aug,142
C(=C)CN(C)C(Nc1ccccc1Br)=O,LiTr_moses_full_75_aug,143
N(CC(=O)NC1CCN(CC1)S(C1CC1)(=O)=O)C(C(C)(C)C)=O,LiTr_moses_full_75_aug,144
c12c(cc(OC)cc2)C(CC(N1)=O)C(Nc1cc(C)c(C)cc1)=O,LiTr_moses_full_75_aug,145
C1CN(CC(C#N)N1)Cc1c(OCCC)n(C)nc1C,LiTr_moses_full_75_aug,146
COc1ccc(C(=O)N=c2[nH]nc3cc(C)ccn23)cc1,LiTr_moses_full_75_aug,147
c1(c(c(ncn1)-n1cncn1)N)Nc1c(ccc(c1)C)C,LiTr_moses_full_75_aug,148
n1c(sc2c1cccc2)CCCn1cnc2c(c1=O)cnn2C,LiTr_moses_full_75_aug,149
c1nc(C2OCCC2)sc1C(=O)NC(C(C)C)c1sccc1,LiTr_moses_full_75_aug,150
C(n1cc(ccc1=O)NC(N(C1CCCc2c1cccc2)C)=O)COC,LiTr_moses_full_75_aug,151
CCOC(=O)c1csc(-c2ccc(OCC)c(N)c2)n1,LiTr_moses_full_75_aug,152
C1CC(=O)N(C1)C(C(=O)NCC(=O)N)Cc1ccccc1,LiTr_moses_full_75_aug,153
Cc1ccc(-c2ccc(C(=O)N3CCc4ccccc4CC3)c(=O)[nH]2)cc1,LiTr_moses_full_75_aug,154
c1(c(-n2nc(c(C(NC(C)C(OCC)=O)=O)c2C)C)cc(C)cc1)C,LiTr_moses_full_75_aug,155
C(CC(NCCc1ccccc1F)=O)NC(Nc1ccccc1)=O,LiTr_moses_full_75_aug,156
O=C(c1ccc(F)c(Cl)c1)N1CCC(C(O)C)CC1,LiTr_moses_full_75_aug,157
S(=O)(N(CC)CC1CC1)(=O)c1ccc(N)cc1OC,LiTr_moses_full_75_aug,158
C(S(=O)(N1CCCC(C1)C(=O)N)=O)c1ccccc1,LiTr_moses_full_75_aug,159
N(c1ccc(OC)c(c1)OC)C(NC(CO)C)=O,LiTr_moses_full_75_aug,160
O=S(c1c(c(OC2CC2)cnc1)Br)(=O)N,LiTr_moses_full_75_aug,161
N(C)(C(=O)CCCc1nc(C)no1)C(c1ncccc1)c1ccccc1,LiTr_moses_full_75_aug,162
C(c1nn(C(C)C)c(c2ccccc12)=O)(=O)NCC(F)(F)F,LiTr_moses_full_75_aug,163
COc1cccc(CNC(=O)CNC(C)c2ccccc2)c1,LiTr_moses_full_75_aug,164
CC(C)n1cnnc1C1CCN(C(=O)C2CC(=O)c3ccccc32)CC1,LiTr_moses_full_75_aug,165
COc1ccc(CCNC(=O)C2(c3ccccc3)CCC2)cc1OC,LiTr_moses_full_75_aug,166
C(Nc1c2cc(ccc2ncc1)F)(NCc1cc(ccc1)C(N)=O)=O,LiTr_moses_full_75_aug,167
COc1ccc(Br)cc1NC(=O)C1CCCO1,LiTr_moses_full_75_aug,168
CCCNC(=O)Cn1ccc2ccc(NC(=O)c3ccsc3)cc21,LiTr_moses_full_75_aug,169
CC1COCC(C)N1Cc1cnc2ncccn12,LiTr_moses_full_75_aug,170
N(C(NCCC(C)C)=O)CCCN1C(CCCCC1)=O,LiTr_moses_full_75_aug,171
C(=O)(Nc1c(OC)ccc(c1)Br)CCCCO,LiTr_moses_full_75_aug,172
Cc1ccc(cc1CSc1n(c(N)nn1)C)C,LiTr_moses_full_75_aug,173
n1c(NCC(N2CCN(CC2)c2scc(n2)C)=O)cc(nc1)C,LiTr_moses_full_75_aug,174
CSc1nnc(SCC(=O)Nc2cc(C)nn2C)s1,LiTr_moses_full_75_aug,175
c1(ccc(C(OC(C)C)=O)c(N)n1)-c1ccc(C)cc1,LiTr_moses_full_75_aug,176
c1ccccc1-n1c(C(=O)N(C)c2cc(cc(C)c2)C)cnn1,LiTr_moses_full_75_aug,177
C(C(Nc1cccc(c1)Cl)=O)NC(c1ccncc1)C,LiTr_moses_full_75_aug,178
Cc1ccc(F)c(S(=O)(=O)N(C)c2cccc(O)c2)c1,LiTr_moses_full_75_aug,179
C1CC(CCC1C)NC(=O)C(C1CCCC1)NC(=O)C,LiTr_moses_full_75_aug,180
c12cc(C(=O)Nc3ccccc3)ccc1n(CC)nn2,LiTr_moses_full_75_aug,181
c1(C(=O)Nc2nc(c(s2)-c2ccccc2)C)n(C)cc(c1)C(N)=O,LiTr_moses_full_75_aug,182
c1([nH]c2ccccc2n1)CCC(=O)NCC(O)Cc1ccccc1,LiTr_moses_full_75_aug,183
c1c(cccc1NC(=O)Cn1ccc(=O)[nH]c1=O)C(=O)NC1CC1,LiTr_moses_full_75_aug,184
c1c(SC)cc(NC(=O)C2CC=CCC2)cc1,LiTr_moses_full_75_aug,185
C(Oc1c(OC)cccc1)C(=O)N(CCO)C(C)C,LiTr_moses_full_75_aug,186
COc1c(cc(NC(=O)NCc2cn(cc2)C)cc1)Cl,LiTr_moses_full_75_aug,187
C(c1ccc(OCC(=O)C(C)(C)C)cc1)(NC(C)(C(OC)=O)C)=O,LiTr_moses_full_75_aug,188
O(CC(F)F)c1nc(ccc1)C(Nc1sc(C)c(CC)n1)=O,LiTr_moses_full_75_aug,189
C1(C(Nc2ncnc(N3CCC(CC3)C)c2)C)CCCO1,LiTr_moses_full_75_aug,190
Cc1nc2ccccc2nc1-c1ccc(N)cc1C#N,LiTr_moses_full_75_aug,191
C(C(CO)Cc1cccc(Br)c1)(OC)=O,LiTr_moses_full_75_aug,192
N#CCc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,LiTr_moses_full_75_aug,193
C1CCN(C1(C#N)c1ccc(OC)cc1)C(=O)c1ccccc1F,LiTr_moses_full_75_aug,194
C1(CC=CCC1C(OC)=O)C(=O)N1CCCCC1C(N)=O,LiTr_moses_full_75_aug,195
c1c(NC(Cc2ccsc2)=O)cc2occc2c1,LiTr_moses_full_75_aug,196
Nc1nc(-c2sccc2)ncc1C(NC1CCCC1)=O,LiTr_moses_full_75_aug,197
Cc1sc(=O)n(CC(=O)NCC2(c3ccc(F)cc3F)CC2)c1C,LiTr_moses_full_75_aug,198
C1CCCN(C1)C(=O)CSc1nnnn1-c1cc(C)c(C)cc1,LiTr_moses_full_75_aug,199
COc1c(C)cc(Cl)cc1COC(=O)C1NCCC1,LiTr_moses_full_75_aug,200
N1(CCN(CC1)Cc1scnc1)CC(NC1CCCCC1)=O,LiTr_moses_full_75_aug,201
c1c(S(N)(=O)=O)c(OC2CC2)cc(S(N)(=O)=O)c1,LiTr_moses_full_75_aug,202
c1(ccccc1)C(NC(c1ccco1)C)C(NCCC)=O,LiTr_moses_full_75_aug,203
c1(OC)c(c(OC)cc(c1)OC)C(=O)N(CC)Cc1ccncc1,LiTr_moses_full_75_aug,204
C(Nc1c(NC(=O)C)ccc(C)c1)(=O)Nc1cc(ccc1)SC,LiTr_moses_full_75_aug,205
O(CC(=O)NC(C)c1ccc(C)cc1)c1ccccc1NC(=O)C,LiTr_moses_full_75_aug,206
c1c2c(cc(NC(NCCC)=O)c1)sc(C(C)C)n2,LiTr_moses_full_75_aug,207
C1N(C(COC)=O)CCN(C(=O)c2ccc3CCCCc3c2)C1,LiTr_moses_full_75_aug,208
c1cc2c(n(C)c(=O)n2-c2ccc(C)c(c2)N)cc1,LiTr_moses_full_75_aug,209
s1c(Cc2c(cccc2)OCC)c(nc1N)CC,LiTr_moses_full_75_aug,210
c1c(cccc1)Cn1c(=O)c(ccc1)NC(=O)NCCCO,LiTr_moses_full_75_aug,211
c1(S(=O)(CC(NCc2ccccn2)=O)=O)ccc(cc1)C(C)C,LiTr_moses_full_75_aug,212
c1c(cccc1NCCC(c1ccc(cc1)Cl)=O)C#N,LiTr_moses_full_75_aug,213
N(c1ccc(cc1)Cl)C(=O)NCc1ncn(n1)C,LiTr_moses_full_75_aug,214
c1(C)nc(cc(n1)NC(C)c1cn(nc1)C(C)C)N1CCOCC1,LiTr_moses_full_75_aug,215
C(=O)(N1CC(O)CCC1)NCC1(CCOCC1)c1c(cccc1)C,LiTr_moses_full_75_aug,216
o1nc(C)c(C(C)C(Nc2cc(ccn2)OC)=O)c1C,LiTr_moses_full_75_aug,217
c1(C#C)cc(NCC(Nc2ccc(S(N)(=O)=O)cc2)=O)ccc1,LiTr_moses_full_75_aug,218
O=C(NCc1cc(Cl)c(cc1)Cl)NC(CCCO)C,LiTr_moses_full_75_aug,219
N(C(c1c(Cl)ccc(S(N(C)C)(=O)=O)c1)=O)C1CCCCC1,LiTr_moses_full_75_aug,220
N(C(=O)c1sc(cc1)C1OCCC1)(C)CCC(C)C,LiTr_moses_full_75_aug,221
COc1ccc(OCC(=O)NC2(C#N)CCCCC2)cc1,LiTr_moses_full_75_aug,222
C1C(C(OCC)=O)CCN(C1)C(=O)c1c(n2ccccc2nc1)=O,LiTr_moses_full_75_aug,223
C(NCc1ccc(cc1)NC(NC(C)C)=O)(=O)N1CC(CCC1)CO,LiTr_moses_full_75_aug,224
Cc1sc2c(-c3nnc(-c4cccs4)o3)c[nH]c2c1,LiTr_moses_full_75_aug,225
C(CSc1nnc2ccccn12)(OC(c1ccccc1)C)=O,LiTr_moses_full_75_aug,226
c12c(cc(=O)oc1cc(Oc1ccc(C)cc1)cc2)CC(NC)=O,LiTr_moses_full_75_aug,227
c1(cccc(CNC2(C(=O)OC)CCC2)c1)NC(C)C,LiTr_moses_full_75_aug,228
c1(c(cccc1)-n1cncc1)NC(=O)c1cc(ccc1)Cl,LiTr_moses_full_75_aug,229
c1(ccc(C(C)C)cc1)C(C1CN(C(C1)=O)CCOC)O,LiTr_moses_full_75_aug,230
CCS(=O)(=O)N(C)Cc1nnc(-c2cccc(C)c2)o1,LiTr_moses_full_75_aug,231
O=C(Nc1ccc(CN2CCOCC2)cn1)c1ccc(Cl)cc1F,LiTr_moses_full_75_aug,232
c1c(ccc(c1)NC(CCc1csc(-c2ccccn2)n1)=O)F,LiTr_moses_full_75_aug,233
C(OC)c1c(cccc1)NC(NCc1sccc1C)=O,LiTr_moses_full_75_aug,234
C(C(CC)NC(NCCNC(c1ccc(cc1)F)=O)=O)O,LiTr_moses_full_75_aug,235
c1c(cc(C(=O)C(C)Oc2cc(N)ccc2)cc1)OC,LiTr_moses_full_75_aug,236
C1(CCCC1)NC(=O)CCn1nc(C)c2ccccc2c1=O,LiTr_moses_full_75_aug,237
C#CCCOC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,LiTr_moses_full_75_aug,238
n1c([nH]c(c(CC(N2CCN(Cc3ccccc3)CC2)=O)c1C)=O)C,LiTr_moses_full_75_aug,239
COc1cc2c(cc1OCF)C(C1CCCO1)NCC2,LiTr_moses_full_75_aug,240
c1ccc(C(NC(CCC(F)(F)F)=O)C)cc1Cl,LiTr_moses_full_75_aug,241
N1(Cc2ccc(n(c2)C)=O)CCOC2C(CCC12)OCC,LiTr_moses_full_75_aug,242
C1(CCCCC1)CN(C(CNC(c1cc(c(F)cc1)F)=O)=O)C,LiTr_moses_full_75_aug,243
COc1nc(OC)nc(C(=O)Nc2cccc(Cl)c2Cl)n1,LiTr_moses_full_75_aug,244
CC(c1nc(c[nH]1)-c1nc(-c2ccc[nH]c2=O)no1)C,LiTr_moses_full_75_aug,245
C1N(C(=O)c2sc(C)nc2)CCC21CCCN(C2=O)CCOC,LiTr_moses_full_75_aug,246
CC(O)CN1CCN(c2ccc(C(F)(F)F)cn2)CC1C,LiTr_moses_full_75_aug,247
c1c(COC)ccc(C(NC(CO)(C)C)=O)c1F,LiTr_moses_full_75_aug,248
C(C)C(C(O)CNc1c2c(nc(C)n1)n(nc2)C)CC,LiTr_moses_full_75_aug,249
COc1ccc(-n2cc(Br)c(C)n2)cc1,LiTr_moses_full_75_aug,250
c1cc(cc(c1)-c1c(NC(=O)c2ccccc2)c2c(nccc2)o1)OC,LiTr_moses_full_75_aug,251
c1cc(ccc1C(NC(c1ccccc1)(CO)C)=O)N(C)C,LiTr_moses_full_75_aug,252
O=S(=O)(NCC(c1ccco1)O)c1ccc2CCCc2c1,LiTr_moses_full_75_aug,253
O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1ccc(F)cc1,LiTr_moses_full_75_aug,254
c1cc2c(C(C(OC)=O)CCN2C(CC=Cc2ccccc2)=O)cc1,LiTr_moses_full_75_aug,255
